TrialNumber	StartTime	EndTime	CoherenceAngle	StaircaseNumber	CombinedResponse	CorrectVertical	CorrectHorizontal		GazeError		HeadError		StimulusDirection
270	900140.4	901058.3	200	1	True	True	True		"(0.0, 0.0, 0.0)"		0.3447878	0	NE
271	905979	906858.7	200	1	True	True	True		"(0.0, 0.0, 0.0)"		0.3061045	0	NW
272	909998.2	910771.4	240	1	False	False	True		"(0.0, 0.0, 0.0)"		3.091147	0	SW
273	914181.4	914919.9	200	1	False	False	True		"(0.0, 0.0, 0.0)"		0.5932982	0	SW
274	918199.1	919407.3	160	1	True	True	True		"(0.0, 0.0, 0.0)"		0.4328268	0	SW
275	922219.1	922875.1	160	1	True	True	True		"(0.0, 0.0, 0.0)"		0.2729788	0	NE
276	926237.1	926995.3	200	1	True	True	True		"(0.0, 0.0, 0.0)"		0.3484944	0	NW
277	930264.3	931032.4	200	1	True	True	True		"(0.0, 0.0, 0.0)"		0.455566	0	SW
278	934288.9	935127.9	240	1	True	True	True		"(0.0, 0.0, 0.0)"		0.1763956	0	SW
279	938307.8	939093.1	240	1	True	True	True		"(0.0, 0.0, 0.0)"		0.4690102	0	SW
280	942333.1	943510	280	1	True	True	True		"(0.0, 0.0, 0.0)"		0.8814338	0	NE
281	946351.9	947977.9	280	1	True	True	True		"(0.0, 0.0, 0.0)"		0.6255133	0	SE
282	950373.7	951267.4	320	1	True	True	True		"(0.0, 0.0, 0.0)"		0.9654188	0	SE
283	954384.8	955568.6	320	1	False	False	True		"(0.0, 0.0, 0.0)"		2.795485	0	SW
284	958419.4	959498.1	280	1	True	True	True		"(0.0, 0.0, 0.0)"		0.1332385	0	SW
285	962500.8	963689.8	280	1	False	False	True		"(0.0, 0.0, 0.0)"		0.2363262	0	NW
286	967395.3	969009.8	240	1	False	False	True		"(0.0, 0.0, 0.0)"		0.7062382	0	NW
287	971417.4	972111.8	200	1	True	True	True		"(0.0, 0.0, 0.0)"		1.167205	0	NW
288	975435.6	976464.7	200	1	True	True	True		"(0.0, 0.0, 0.0)"		1.64054	0	SW
289	979472.4	980315.1	240	1	True	True	True		"(0.0, 0.0, 0.0)"		0.3734565	0	SW
290	983488.3	984651.8	240	1	False	False	True		"(0.0, 0.0, 0.0)"		0.2033317	0	SW
291	987509.9	988323.3	200	1	False	False	True		"(0.0, 0.0, 0.0)"		0.618035	0	NE
292	991527.8	992110.1	160	1	True	True	True		"(0.0, 0.0, 0.0)"		0.2095043	0	SW
293	995545.1	996190	160	1	True	True	True		"(0.0, 0.0, 0.0)"		0.6430024	0	SW
294	999564.4	1000564	200	1	True	True	True		"(0.0, 0.0, 0.0)"		0.1232123	0	SE
295	1003583	1004349	200	1	True	True	True		"(0.0, 0.0, 0.0)"		0.3738912	0	NE
296	1007803	1008672	240	1	True	True	True		"(0.0, 0.0, 0.0)"		0.7307946	0	SW
297	1011824	1013044	240	1	False	False	True		"(0.0, 0.0, 0.0)"		0.5708708	0	SE
298	1016536	1017342	200	1	True	True	True		"(0.0, 0.0, 0.0)"		1.083503	0	SW
299	1020552	1021597	200	1	False	False	True		"(0.0, 0.0, 0.0)"		0.6099686	0	SW
300	1025499	1026595	160	1	False	False	True		"(0.0, 0.0, 0.0)"		3.264891	0	NE
301	1030210	1031192	120	1	True	True	True		"(0.0, 0.0, 0.0)"		3.362071	0	SE
